meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1244,9586,5,27,13.0,16.0,SOFT,3.0
1244,9586,5,11,13.0,16.0,SOFT,3.0
1244,9586,5,81,14.0,17.0,SOFT,0.0
1244,9586,3,4,7.0,10.0,SOFT,0.0
1244,9586,5,55,13.0,16.0,SOFT,0.0
1244,9586,5,1,13.0,16.0,SOFT,0.0
1244,9586,6,16,16.0,19.0,SOFT,0.0
1244,9586,5,63,13.0,16.0,SOFT,0.0
1244,9586,5,44,13.0,16.0,SOFT,0.0
1244,9586,6,11,16.0,17.0,SOFT,0.0
1244,9586,6,1,16.0,18.0,SOFT,0.0
1244,9586,6,27,16.0,18.0,SOFT,0.0
1244,9586,6,23,16.0,18.0,SOFT,0.0
1244,9586,4,4,10.0,12.0,SOFT,0.0
1244,9586,6,81,17.0,19.0,SOFT,0.0
1244,9586,6,55,16.0,18.0,SOFT,0.0
1244,9586,7,16,19.0,21.0,SOFT,0.0
1244,9586,6,63,16.0,18.0,SOFT,0.0
1244,9586,6,44,16.0,18.0,SOFT,0.0
1244,9590,1,18,1.0,19.0,HARD,1.0
1244,9590,1,31,1.0,31.0,HARD,0.0
1244,9590,1,22,1.0,7.0,HARD,1.0
1244,9590,1,44,1.0,15.0,MEDIUM,0.0
1244,9590,1,77,1.0,33.0,HARD,1.0
1244,9590,1,4,1.0,14.0,MEDIUM,0.0
1244,9590,1,10,1.0,10.0,MEDIUM,0.0
1244,9590,1,24,1.0,15.0,MEDIUM,1.0
1244,9590,1,81,1.0,16.0,MEDIUM,0.0
1244,9590,1,3,1.0,11.0,MEDIUM,0.0
1244,9590,1,14,1.0,12.0,MEDIUM,1.0
1244,9590,1,63,1.0,11.0,MEDIUM,0.0
1244,9590,1,16,1.0,15.0,MEDIUM,0.0
1244,9590,1,11,1.0,23.0,HARD,0.0
1244,9590,1,55,1.0,19.0,MEDIUM,0.0
1244,9590,1,20,1.0,14.0,MEDIUM,0.0
1244,9590,1,23,1.0,17.0,MEDIUM,0.0
1244,9590,1,1,1.0,22.0,HARD,0.0
1244,9590,1,43,1.0,16.0,MEDIUM,0.0
1244,9590,1,27,1.0,5.0,MEDIUM,0.0
1244,9590,2,27,6.0,32.0,HARD,0.0
1244,9590,2,10,11.0,30.0,HARD,0.0
1244,9590,2,63,12.0,33.0,HARD,0.0
1244,9590,2,3,12.0,53.0,HARD,1.0
1244,9590,2,14,13.0,35.0,HARD,1.0
1244,9590,2,4,15.0,32.0,HARD,0.0
1244,9590,2,20,15.0,53.0,HARD,0.0
1244,9590,2,16,16.0,53.0,HARD,0.0
1244,9590,2,44,16.0,37.0,HARD,0.0
1244,9590,2,24,16.0,52.0,HARD,1.0
1244,9590,2,81,17.0,38.0,HARD,0.0
1244,9590,2,43,17.0,53.0,HARD,0.0
1244,9590,2,23,18.0,53.0,HARD,0.0
1244,9590,2,55,20.0,53.0,HARD,0.0
1244,9590,2,18,20.0,36.0,HARD,1.0
1244,9590,2,1,23.0,41.0,HARD,0.0
1244,9590,2,11,24.0,35.0,HARD,0.0
1244,9590,3,10,31.0,52.0,HARD,0.0
1244,9590,2,31,32.0,52.0,MEDIUM,0.0
1244,9590,3,4,33.0,53.0,HARD,0.0
1244,9590,3,27,33.0,52.0,HARD,0.0
1244,9590,3,63,34.0,53.0,HARD,0.0
1244,9590,2,77,34.0,52.0,MEDIUM,1.0
1244,9590,3,11,36.0,53.0,MEDIUM,0.0
1244,9590,3,14,36.0,53.0,HARD,2.0
1244,9590,3,18,37.0,50.0,MEDIUM,1.0
1244,9590,3,44,38.0,53.0,HARD,0.0
1244,9590,3,81,39.0,53.0,HARD,0.0
1244,9590,3,1,42.0,53.0,MEDIUM,0.0
1244,9590,4,18,51.0,52.0,SOFT,0.0
1245,9591,1,23,1.0,2.0,MEDIUM,0.0
1245,9591,1,18,1.0,7.0,MEDIUM,0.0
1245,9591,1,81,1.0,7.0,MEDIUM,0.0
1245,9591,1,31,1.0,2.0,HARD,0.0
1245,9591,1,3,1.0,7.0,MEDIUM,0.0
1245,9591,1,22,1.0,7.0,MEDIUM,0.0
1245,9591,1,16,1.0,7.0,MEDIUM,0.0
1245,9591,1,10,1.0,7.0,HARD,0.0
1245,9591,1,1,1.0,2.0,SOFT,0.0
1245,9591,1,63,1.0,7.0,MEDIUM,0.0
1245,9591,1,24,1.0,7.0,MEDIUM,0.0
1245,9591,1,11,1.0,7.0,MEDIUM,0.0
1245,9591,1,55,1.0,7.0,MEDIUM,0.0
1245,9591,1,77,1.0,7.0,MEDIUM,0.0
1245,9591,1,4,1.0,2.0,MEDIUM,0.0
1245,9591,1,50,1.0,7.0,MEDIUM,0.0
1245,9591,1,44,1.0,6.0,MEDIUM,0.0
1245,9591,1,14,1.0,7.0,MEDIUM,0.0
1245,9591,1,27,1.0,6.0,MEDIUM,0.0
1245,9591,2,1,2.0,7.0,MEDIUM,0.0
1245,9591,1,43,1.0,5.0,MEDIUM,0.0
1245,9591,2,4,2.0,5.0,MEDIUM,1.0
1245,9591,2,23,2.0,4.0,MEDIUM,1.0
1245,9591,2,16,7.0,11.0,MEDIUM,6.0
1245,9591,2,31,2.0,3.0,HARD,1.0
1245,9591,2,27,6.0,9.0,MEDIUM,5.0
1245,9591,2,55,7.0,12.0,MEDIUM,6.0
1245,9591,2,63,7.0,12.0,MEDIUM,6.0
1245,9591,2,10,7.0,11.0,HARD,6.0
1245,9591,2,3,7.0,12.0,MEDIUM,6.0
1245,9591,3,1,7.0,12.0,MEDIUM,5.0
1245,9591,3,23,4.0,9.0,MEDIUM,0.0
1245,9591,2,50,7.0,12.0,MEDIUM,6.0
1245,9591,2,44,6.0,10.0,MEDIUM,5.0
1245,9591,2,77,7.0,10.0,MEDIUM,0.0
1245,9591,2,43,5.0,9.0,MEDIUM,0.0
1245,9591,2,22,7.0,11.0,MEDIUM,0.0
1245,9591,2,24,7.0,10.0,MEDIUM,6.0
1245,9591,3,4,5.0,8.0,MEDIUM,4.0
1245,9591,2,14,7.0,9.0,MEDIUM,6.0
1245,9591,2,11,7.0,9.0,SOFT,0.0
1245,9591,2,81,7.0,8.0,SOFT,0.0
1245,9591,2,18,7.0,11.0,MEDIUM,6.0
1245,9591,3,43,9.0,12.0,SOFT,0.0
1245,9591,3,27,9.0,13.0,SOFT,0.0
1245,9591,4,23,9.0,13.0,SOFT,0.0
1245,9591,3,14,9.0,12.0,MEDIUM,8.0
1245,9591,3,3,12.0,16.0,SOFT,0.0
1245,9591,3,11,9.0,12.0,SOFT,2.0
1245,9591,3,22,11.0,14.0,SOFT,0.0
1245,9591,3,50,12.0,16.0,SOFT,0.0
1245,9591,3,55,12.0,15.0,MEDIUM,11.0
1245,9591,3,81,8.0,11.0,SOFT,1.0
1245,9591,4,4,8.0,11.0,SOFT,0.0
1245,9591,3,10,11.0,14.0,MEDIUM,0.0
1245,9591,3,24,10.0,13.0,SOFT,0.0
1245,9591,4,1,12.0,15.0,MEDIUM,10.0
1245,9591,3,44,10.0,13.0,SOFT,0.0
1245,9591,3,77,10.0,12.0,SOFT,0.0
1245,9591,3,63,12.0,18.0,SOFT,0.0
1245,9591,4,3,16.0,23.0,MEDIUM,11.0
1245,9591,4,55,15.0,21.0,SOFT,0.0
1245,9591,4,14,12.0,19.0,SOFT,0.0
1245,9591,5,4,11.0,18.0,MEDIUM,7.0
1245,9591,4,10,14.0,21.0,MEDIUM,3.0
1245,9591,3,18,11.0,15.0,SOFT,0.0
1245,9591,4,50,16.0,23.0,MEDIUM,11.0
1245,9591,4,81,11.0,13.0,SOFT,4.0
1245,9591,4,22,14.0,21.0,SOFT,3.0
1245,9591,5,23,13.0,17.0,SOFT,4.0
1245,9591,4,24,13.0,19.0,SOFT,0.0
1245,9591,4,27,13.0,20.0,MEDIUM,8.0
1245,9591,4,77,12.0,18.0,SOFT,2.0
1245,9591,5,1,15.0,21.0,SOFT,0.0
1245,9591,4,44,13.0,19.0,SOFT,0.0
1245,9591,4,11,12.0,17.0,SOFT,5.0
1245,9591,5,81,13.0,18.0,MEDIUM,0.0
1245,9592,1,1,1.0,2.0,SOFT,0.0
1245,9592,1,24,1.0,10.0,MEDIUM,0.0
1245,9592,1,77,1.0,8.0,MEDIUM,0.0
1245,9592,1,50,1.0,7.0,MEDIUM,0.0
1245,9592,1,81,1.0,7.0,MEDIUM,0.0
1245,9592,1,22,1.0,6.0,MEDIUM,0.0
1245,9592,1,3,1.0,8.0,MEDIUM,0.0
1245,9592,1,16,1.0,5.0,MEDIUM,0.0
1245,9592,1,4,1.0,7.0,MEDIUM,0.0
1245,9592,1,44,1.0,2.0,HARD,0.0
1245,9592,1,55,1.0,8.0,MEDIUM,0.0
1245,9592,1,18,1.0,9.0,MEDIUM,0.0
1245,9592,1,11,1.0,9.0,MEDIUM,0.0
1245,9592,1,14,1.0,8.0,MEDIUM,0.0
1245,9592,1,27,1.0,6.0,MEDIUM,0.0
1245,9592,2,1,2.0,8.0,MEDIUM,0.0
1245,9592,1,23,1.0,8.0,MEDIUM,0.0
1245,9592,2,44,2.0,7.0,HARD,0.0
1245,9592,1,31,1.0,8.0,MEDIUM,0.0
1245,9592,1,43,1.0,7.0,MEDIUM,0.0
1245,9592,1,10,1.0,7.0,MEDIUM,0.0
1245,9592,2,22,6.0,11.0,SOFT,0.0
1245,9592,2,4,7.0,11.0,SOFT,0.0
1245,9592,2,77,8.0,12.0,SOFT,0.0
1245,9592,2,81,7.0,11.0,SOFT,0.0
1245,9592,2,23,8.0,12.0,SOFT,0.0
1245,9592,2,55,8.0,11.0,SOFT,0.0
1245,9592,2,3,8.0,11.0,SOFT,0.0
1245,9592,2,27,6.0,12.0,SOFT,0.0
1245,9592,3,1,8.0,13.0,SOFT,1.0
1245,9592,2,50,7.0,12.0,SOFT,0.0
1245,9592,3,44,7.0,10.0,SOFT,0.0
1245,9592,2,14,8.0,11.0,SOFT,0.0
1245,9592,1,63,1.0,13.0,HARD,0.0
1245,9592,2,43,7.0,11.0,SOFT,0.0
1245,9592,2,31,8.0,16.0,SOFT,0.0
1245,9592,2,24,10.0,18.0,SOFT,0.0
1245,9592,2,18,9.0,15.0,SOFT,0.0
1245,9592,2,10,7.0,13.0,SOFT,0.0
1245,9592,2,11,9.0,12.0,SOFT,0.0
1245,9592,3,55,11.0,14.0,SOFT,3.0
1245,9592,3,3,11.0,13.0,SOFT,3.0
1245,9592,3,81,11.0,13.0,SOFT,4.0
1245,9592,4,44,10.0,15.0,SOFT,3.0
1245,9592,2,16,5.0,10.0,MEDIUM,4.0
1245,9592,3,4,11.0,19.0,MEDIUM,6.0
1245,9592,3,23,12.0,23.0,MEDIUM,7.0
1245,9592,3,14,11.0,25.0,MEDIUM,7.0
1245,9592,3,22,11.0,24.0,MEDIUM,5.0
1245,9592,4,3,13.0,26.0,MEDIUM,7.0
1245,9592,3,27,12.0,24.0,MEDIUM,5.0
1245,9592,3,77,12.0,24.0,MEDIUM,7.0
1245,9592,3,50,12.0,24.0,MEDIUM,6.0
1245,9592,4,81,13.0,25.0,MEDIUM,6.0
1245,9592,3,43,11.0,23.0,MEDIUM,6.0
1245,9592,4,55,14.0,25.0,MEDIUM,7.0
1245,9592,4,1,13.0,24.0,MEDIUM,6.0
1245,9592,3,11,12.0,23.0,MEDIUM,8.0
1245,9592,3,16,10.0,15.0,SOFT,0.0
1245,9592,3,18,15.0,24.0,MEDIUM,8.0
1245,9592,3,10,13.0,22.0,MEDIUM,6.0
1245,9592,3,31,16.0,24.0,MEDIUM,7.0
1245,9592,2,63,13.0,16.0,SOFT,0.0
1245,9592,5,44,15.0,22.0,HARD,6.0
1245,9592,3,24,18.0,19.0,SOFT,8.0
1245,9592,4,4,19.0,25.0,SOFT,4.0
1245,9592,4,24,19.0,25.0,MEDIUM,9.0
1245,9592,4,16,15.0,20.0,MEDIUM,9.0
1245,9592,3,63,16.0,16.0,SOFT,3.0
1245,9592,4,23,23.0,25.0,SOFT,4.0
1245,9593,1,11,1.0,2.0,SOFT,0.0
1245,9593,1,24,1.0,2.0,HARD,0.0
1245,9593,1,22,1.0,2.0,HARD,0.0
1245,9593,1,77,1.0,2.0,HARD,0.0
1245,9593,1,1,1.0,2.0,SOFT,0.0
1245,9593,1,18,1.0,1.0,MEDIUM,0.0
1245,9593,1,14,1.0,2.0,MEDIUM,0.0
1245,9593,2,24,2.0,3.0,HARD,0.0
1245,9593,2,22,2.0,3.0,HARD,0.0
1245,9593,2,77,2.0,3.0,HARD,0.0
1245,9593,2,18,2.0,3.0,HARD,0.0
1245,9593,2,14,2.0,3.0,HARD,0.0
1245,9593,3,24,3.0,4.0,MEDIUM,0.0
1245,9593,3,22,3.0,4.0,MEDIUM,0.0
1245,9593,3,77,3.0,4.0,MEDIUM,0.0
1245,9593,3,18,3.0,4.0,HARD,0.0
1245,9593,3,14,3.0,4.0,HARD,0.0
1245,9593,1,3,1.0,2.0,MEDIUM,0.0
1245,9593,2,3,2.0,3.0,HARD,0.0
1245,9593,4,24,4.0,6.0,SOFT,0.0
1245,9593,4,77,4.0,6.0,SOFT,0.0
1245,9593,1,4,1.0,3.0,SOFT,0.0
1245,9593,1,31,1.0,1.0,SOFT,0.0
1245,9593,1,55,1.0,3.0,SOFT,0.0
1245,9593,1,16,1.0,3.0,SOFT,0.0
1245,9593,1,10,1.0,2.0,SOFT,0.0
1245,9593,1,81,1.0,2.0,SOFT,0.0
1245,9593,3,3,3.0,4.0,HARD,0.0
1245,9593,2,81,2.0,7.0,SOFT,1.0
1245,9593,1,63,1.0,6.0,SOFT,0.0
1245,9593,4,18,4.0,9.0,SOFT,0.0
1245,9593,1,44,1.0,5.0,SOFT,0.0
1245,9593,2,4,3.0,4.0,SOFT,2.0
1245,9593,2,1,2.0,6.0,SOFT,0.0
1245,9593,2,55,3.0,7.0,SOFT,2.0
1245,9593,4,14,4.0,8.0,SOFT,0.0
1245,9593,2,11,2.0,6.0,SOFT,0.0
1245,9593,2,10,2.0,6.0,SOFT,0.0
1245,9593,2,16,3.0,7.0,SOFT,2.0
1245,9593,4,3,4.0,8.0,SOFT,0.0
1245,9593,5,77,6.0,10.0,SOFT,0.0
1245,9593,5,24,6.0,10.0,SOFT,2.0
1245,9593,4,22,4.0,8.0,SOFT,0.0
1245,9593,1,23,1.0,5.0,SOFT,0.0
1245,9593,1,43,1.0,5.0,SOFT,0.0
1245,9593,1,27,1.0,4.0,SOFT,0.0
1245,9593,1,50,1.0,2.0,SOFT,0.0
1245,9593,3,4,4.0,6.0,SOFT,3.0
1245,9593,4,4,6.0,10.0,SOFT,5.0
1245,9593,3,10,6.0,9.0,SOFT,5.0
1245,9593,2,27,4.0,8.0,SOFT,0.0
1245,9593,5,3,8.0,11.0,SOFT,0.0
1245,9593,6,77,10.0,13.0,SOFT,6.0
1245,9593,6,24,10.0,15.0,SOFT,0.0
1245,9593,2,43,5.0,8.0,SOFT,4.0
1245,9593,5,22,8.0,11.0,SOFT,4.0
1245,9593,2,44,5.0,9.0,SOFT,4.0
1245,9593,5,18,9.0,12.0,SOFT,0.0
1245,9593,2,63,6.0,10.0,SOFT,5.0
1245,9593,2,23,5.0,8.0,SOFT,4.0
1245,9593,3,55,7.0,10.0,SOFT,0.0
1245,9593,3,16,7.0,10.0,SOFT,6.0
1245,9593,3,1,6.0,9.0,SOFT,4.0
1245,9593,3,11,6.0,16.0,SOFT,1.0
1245,9593,3,81,7.0,11.0,SOFT,0.0
1245,9593,5,14,8.0,11.0,SOFT,4.0
1245,9593,3,63,10.0,15.0,SOFT,0.0
1245,9593,3,43,8.0,13.0,SOFT,0.0
1245,9593,3,44,9.0,13.0,SOFT,0.0
1245,9593,6,18,12.0,19.0,SOFT,0.0
1245,9593,6,3,11.0,18.0,SOFT,0.0
1245,9593,4,16,10.0,13.0,SOFT,0.0
1245,9593,4,55,10.0,17.0,SOFT,0.0
1245,9593,4,1,9.0,16.0,SOFT,1.0
1245,9593,6,22,11.0,17.0,SOFT,0.0
1245,9593,3,23,8.0,12.0,SOFT,0.0
1245,9593,4,10,9.0,15.0,SOFT,0.0
1245,9593,4,81,11.0,12.0,SOFT,4.0
1245,9593,7,24,15.0,20.0,SOFT,0.0
1245,9593,7,77,13.0,18.0,SOFT,0.0
1245,9593,3,27,8.0,13.0,SOFT,0.0
1245,9593,5,4,10.0,15.0,SOFT,0.0
1245,9593,6,14,11.0,15.0,SOFT,0.0
1245,9593,5,16,13.0,17.0,SOFT,3.0
1245,9593,5,81,12.0,14.0,SOFT,5.0
1245,9593,4,43,13.0,15.0,SOFT,7.0
1245,9593,4,23,12.0,14.0,SOFT,7.0
1245,9594,1,27,1.0,6.0,SOFT,0.0
1245,9594,1,24,1.0,6.0,SOFT,0.0
1245,9594,1,77,1.0,5.0,SOFT,0.0
1245,9594,1,10,1.0,4.0,SOFT,0.0
1245,9594,1,31,1.0,4.0,SOFT,0.0
1245,9594,1,3,1.0,6.0,SOFT,0.0
1245,9594,1,63,1.0,5.0,MEDIUM,0.0
1245,9594,1,22,1.0,6.0,SOFT,0.0
1245,9594,1,23,1.0,6.0,SOFT,0.0
1245,9594,1,44,1.0,5.0,MEDIUM,0.0
1245,9594,1,43,1.0,6.0,SOFT,0.0
1245,9594,1,50,1.0,6.0,SOFT,0.0
1245,9594,1,14,1.0,5.0,SOFT,0.0
1245,9594,1,1,1.0,6.0,SOFT,0.0
1245,9594,1,18,1.0,6.0,SOFT,0.0
1245,9594,1,11,1.0,7.0,SOFT,0.0
1245,9594,1,16,1.0,7.0,SOFT,0.0
1245,9594,1,55,1.0,10.0,SOFT,0.0
1245,9594,1,81,1.0,6.0,SOFT,0.0
1245,9594,1,4,1.0,6.0,SOFT,0.0
1245,9594,2,31,4.0,7.0,SOFT,0.0
1245,9594,2,10,4.0,7.0,SOFT,0.0
1245,9594,2,63,5.0,9.0,SOFT,0.0
1245,9594,2,44,5.0,11.0,SOFT,0.0
1245,9594,2,3,6.0,9.0,SOFT,0.0
1245,9594,2,22,6.0,11.0,SOFT,0.0
1245,9594,2,24,6.0,10.0,SOFT,0.0
1245,9594,2,77,5.0,7.0,SOFT,0.0
1245,9594,2,14,5.0,8.0,SOFT,0.0
1245,9594,2,23,6.0,9.0,SOFT,0.0
1245,9594,3,31,7.0,8.0,SOFT,0.0
1245,9594,2,43,6.0,9.0,SOFT,0.0
1245,9594,2,27,6.0,9.0,SOFT,0.0
1245,9594,2,50,6.0,9.0,SOFT,0.0
1245,9594,2,1,6.0,9.0,SOFT,5.0
1245,9594,2,18,6.0,9.0,SOFT,0.0
1245,9594,3,10,7.0,10.0,SOFT,0.0
1245,9594,2,81,6.0,9.0,SOFT,5.0
1245,9594,2,4,6.0,7.0,SOFT,5.0
1245,9594,2,16,7.0,10.0,SOFT,6.0
1245,9594,3,23,9.0,12.0,SOFT,3.0
1245,9594,2,55,10.0,13.0,SOFT,9.0
1245,9594,3,43,9.0,12.0,SOFT,3.0
1245,9594,3,81,9.0,12.0,SOFT,0.0
1245,9594,3,63,9.0,12.0,SOFT,4.0
1245,9594,3,27,9.0,12.0,SOFT,3.0
1245,9594,3,44,11.0,14.0,SOFT,6.0
1245,9594,3,50,9.0,12.0,SOFT,3.0
1245,9594,3,14,8.0,11.0,SOFT,3.0
1245,9594,3,22,11.0,14.0,SOFT,5.0
1245,9594,3,1,9.0,12.0,SOFT,0.0
1245,9594,2,11,7.0,10.0,SOFT,0.0
1245,9594,4,10,10.0,13.0,SOFT,3.0
1245,9594,3,18,9.0,12.0,SOFT,3.0
1245,9594,3,55,13.0,18.0,SOFT,0.0
1245,9594,3,16,10.0,15.0,SOFT,0.0
1245,9594,5,10,13.0,15.0,SOFT,0.0
1245,9594,4,23,12.0,15.0,SOFT,0.0
1245,9594,4,63,12.0,15.0,SOFT,0.0
1245,9594,4,22,14.0,16.0,SOFT,0.0
1245,9594,4,44,14.0,17.0,SOFT,0.0
1245,9594,4,27,12.0,14.0,SOFT,0.0
1245,9594,4,18,12.0,14.0,SOFT,0.0
1245,9594,4,43,12.0,15.0,SOFT,0.0
1245,9594,4,50,12.0,14.0,SOFT,0.0
1245,9594,4,14,11.0,14.0,SOFT,0.0
1245,9594,4,81,12.0,14.0,SOFT,0.0
1245,9594,4,1,12.0,15.0,SOFT,3.0
1245,9594,5,63,15.0,18.0,SOFT,0.0
1245,9594,5,44,17.0,20.0,SOFT,0.0
1245,9594,5,81,14.0,17.0,SOFT,0.0
1245,9594,4,16,15.0,18.0,SOFT,0.0
1245,9594,4,55,18.0,21.0,SOFT,0.0
1245,9594,5,14,14.0,17.0,SOFT,3.0
1245,9594,5,1,15.0,18.0,SOFT,0.0
1245,9594,5,23,15.0,18.0,SOFT,3.0
1245,9594,5,43,15.0,18.0,SOFT,3.0
1245,9594,3,11,10.0,13.0,SOFT,0.0
1245,9594,6,44,20.0,22.0,SOFT,0.0
1245,9594,6,63,18.0,20.0,SOFT,0.0
1245,9594,6,23,18.0,19.0,SOFT,0.0
1245,9594,6,81,17.0,19.0,SOFT,0.0
1245,9594,5,55,21.0,23.0,SOFT,0.0
1245,9594,5,16,18.0,20.0,SOFT,0.0
1245,9594,6,14,17.0,19.0,SOFT,0.0
1245,9594,6,43,18.0,20.0,SOFT,0.0
1245,9594,6,1,18.0,20.0,SOFT,0.0
1245,9594,4,11,13.0,15.0,SOFT,0.0
1245,9598,1,18,1.0,1.0,MEDIUM,1.0
1245,9598,1,44,1.0,12.0,MEDIUM,0.0
1245,9598,1,3,1.0,49.0,HARD,1.0
1245,9598,1,14,1.0,11.0,MEDIUM,1.0
1245,9598,1,22,1.0,12.0,MEDIUM,1.0
1245,9598,1,4,1.0,37.0,HARD,0.0
1245,9598,1,24,1.0,34.0,HARD,1.0
1245,9598,1,55,1.0,17.0,MEDIUM,0.0
1245,9598,1,11,1.0,13.0,MEDIUM,0.0
1245,9598,1,31,1.0,49.0,HARD,3.0
1245,9598,1,50,1.0,14.0,MEDIUM,0.0
1245,9598,1,1,1.0,12.0,MEDIUM,0.0
1245,9598,1,77,1.0,11.0,MEDIUM,1.0
1245,9598,1,43,1.0,10.0,MEDIUM,0.0
1245,9598,1,10,1.0,50.0,HARD,0.0
1245,9598,1,81,1.0,15.0,MEDIUM,0.0
1245,9598,1,23,1.0,31.0,HARD,0.0
1245,9598,1,63,1.0,12.0,MEDIUM,0.0
1245,9598,1,16,1.0,16.0,MEDIUM,0.0
1245,9598,1,27,1.0,15.0,MEDIUM,0.0
1245,9598,2,18,2.0,22.0,HARD,1.0
1245,9598,2,43,11.0,51.0,HARD,0.0
1245,9598,2,14,12.0,51.0,HARD,0.0
1245,9598,2,77,12.0,50.0,HARD,1.0
1245,9598,2,1,13.0,49.0,HARD,0.0
1245,9598,2,63,13.0,51.0,HARD,0.0
1245,9598,2,44,13.0,51.0,HARD,0.0
1245,9598,2,22,13.0,14.0,HARD,1.0
1245,9598,2,11,14.0,49.0,HARD,0.0
1245,9598,2,50,15.0,51.0,HARD,0.0
1245,9598,2,81,16.0,51.0,HARD,0.0
1245,9598,2,27,16.0,51.0,HARD,0.0
1245,9598,2,16,17.0,51.0,HARD,0.0
1245,9598,2,55,18.0,49.0,HARD,0.0
1245,9598,3,18,23.0,45.0,HARD,0.0
1245,9598,2,23,32.0,51.0,MEDIUM,0.0
1245,9598,2,24,35.0,51.0,MEDIUM,1.0
1245,9598,2,4,38.0,51.0,MEDIUM,0.0
1245,9598,3,1,50.0,51.0,SOFT,3.0
1245,9598,2,3,50.0,51.0,SOFT,0.0
1245,9598,2,31,50.0,50.0,SOFT,0.0
1245,9598,2,10,51.0,51.0,SOFT,0.0
1246,9599,1,3,1.0,3.0,HARD,0.0
1246,9599,1,24,1.0,10.0,HARD,0.0
1246,9599,1,77,1.0,11.0,MEDIUM,0.0
1246,9599,1,63,1.0,10.0,HARD,0.0
1246,9599,1,22,1.0,11.0,MEDIUM,0.0
1246,9599,1,44,1.0,8.0,HARD,0.0
1246,9599,1,16,1.0,12.0,HARD,0.0
1246,9599,1,11,1.0,9.0,MEDIUM,0.0
1246,9599,1,31,1.0,13.0,MEDIUM,0.0
1246,9599,1,55,1.0,6.0,HARD,0.0
1246,9599,1,10,1.0,12.0,HARD,0.0
1246,9599,1,1,1.0,8.0,MEDIUM,0.0
1246,9599,1,14,1.0,11.0,HARD,0.0
1246,9599,1,18,1.0,10.0,HARD,0.0
1246,9599,1,20,1.0,8.0,HARD,0.0
1246,9599,1,4,1.0,8.0,MEDIUM,0.0
1246,9599,1,27,1.0,6.0,HARD,0.0
1246,9599,1,43,1.0,10.0,MEDIUM,0.0
1246,9599,1,23,1.0,10.0,HARD,0.0
1246,9599,2,55,6.0,12.0,HARD,5.0
1246,9599,1,81,1.0,8.0,HARD,0.0
1246,9599,2,27,6.0,9.0,HARD,0.0
1246,9599,2,3,3.0,10.0,HARD,2.0
1246,9599,2,4,8.0,11.0,SOFT,0.0
1246,9599,2,1,8.0,10.0,SOFT,0.0
1246,9599,2,44,8.0,13.0,SOFT,0.0
1246,9599,2,20,8.0,14.0,SOFT,0.0
1246,9599,2,77,11.0,17.0,SOFT,0.0
1246,9599,2,23,10.0,16.0,SOFT,0.0
1246,9599,2,24,10.0,16.0,SOFT,0.0
1246,9599,3,27,9.0,12.0,SOFT,0.0
1246,9599,2,43,10.0,16.0,SOFT,0.0
1246,9599,2,16,12.0,15.0,SOFT,0.0
1246,9599,2,22,11.0,15.0,SOFT,0.0
1246,9599,2,63,10.0,13.0,SOFT,0.0
1246,9599,3,55,12.0,15.0,SOFT,0.0
1246,9599,2,14,11.0,18.0,SOFT,0.0
1246,9599,2,11,9.0,15.0,SOFT,0.0
1246,9599,3,4,11.0,14.0,SOFT,0.0
1246,9599,2,81,8.0,14.0,SOFT,0.0
1246,9599,2,10,12.0,27.0,SOFT,0.0
1246,9599,4,27,12.0,15.0,SOFT,3.0
1246,9599,3,16,15.0,20.0,SOFT,0.0
1246,9599,2,31,13.0,27.0,SOFT,0.0
1246,9599,4,55,15.0,20.0,SOFT,0.0
1246,9599,3,1,11.0,14.0,SOFT,0.0
1246,9599,2,18,10.0,21.0,SOFT,0.0
1246,9599,3,3,10.0,15.0,SOFT,0.0
1246,9599,3,63,13.0,25.0,HARD,0.0
1246,9599,3,44,13.0,24.0,HARD,0.0
1246,9599,3,81,14.0,19.0,SOFT,0.0
1246,9599,4,4,14.0,25.0,MEDIUM,0.0
1246,9599,3,22,16.0,26.0,MEDIUM,0.0
1246,9599,3,43,16.0,25.0,MEDIUM,9.0
1246,9599,5,27,15.0,24.0,HARD,8.0
1246,9599,3,23,16.0,25.0,HARD,0.0
1246,9599,3,24,16.0,24.0,HARD,9.0
1246,9599,3,77,17.0,25.0,MEDIUM,0.0
1246,9599,4,1,14.0,22.0,MEDIUM,7.0
1246,9599,3,14,18.0,26.0,HARD,0.0
1246,9599,3,11,15.0,22.0,SOFT,0.0
1246,9599,3,20,14.0,21.0,HARD,7.0
1246,9599,5,55,20.0,27.0,HARD,0.0
1246,9599,4,16,20.0,26.0,HARD,0.0
1246,9599,4,81,19.0,25.0,SOFT,0.0
1246,9599,4,3,15.0,21.0,SOFT,5.0
1246,9600,1,24,1.0,9.0,MEDIUM,0.0
1246,9600,1,31,1.0,8.0,HARD,0.0
1246,9600,1,77,1.0,8.0,HARD,0.0
1246,9600,1,22,1.0,9.0,HARD,0.0
1246,9600,1,10,1.0,8.0,MEDIUM,0.0
1246,9600,1,63,1.0,6.0,MEDIUM,0.0
1246,9600,1,3,1.0,7.0,MEDIUM,0.0
1246,9600,1,23,1.0,8.0,MEDIUM,0.0
1246,9600,1,43,1.0,8.0,HARD,0.0
1246,9600,1,4,1.0,8.0,HARD,0.0
1246,9600,1,1,1.0,7.0,HARD,0.0
